"ID_ZALICZENIA","ID_PRZED","NR_ALBUMU","NR_WYKL","ID_SALA","OCENA","ID_TERMIN"
37701,3,6957,18,8,5,9709
37702,9,9356,96,10,2,9711
37703,5,10083,31,14,5,2420
37704,6,2931,19,11,3,1716
37705,4,5700,77,15,5,8257
37706,2,10769,48,8,4,3183
37707,8,3611,50,4,2,4371
37708,6,5874,28,8,5,2425
37709,9,6968,79,14,5,2397
37710,4,10944,35,13,5,1245
37711,5,7731,97,5,5,5675
37712,8,3994,29,1,5,4472
37713,5,3588,72,12,4,814
37714,10,10088,55,5,4,9924
37715,3,9818,84,12,3,3062
37716,2,8871,52,4,5,1314
37717,8,3471,31,6,2,975
37718,4,3445,23,7,5,7897
37719,2,9052,53,15,2,1104
37720,8,3073,38,5,3,6036
37721,7,10262,76,11,4,283
37722,1,2537,54,13,4,9589
37723,9,2700,36,2,2,8894
37724,10,6776,45,13,2,6180
37725,10,10676,63,3,5,1799
37726,4,10018,20,3,3,3771
37727,1,3561,30,8,3,1043
37728,8,10327,81,4,3,5651
37729,3,7356,55,11,5,905
37730,4,4809,77,4,5,6254
37731,8,9804,71,4,5,705
37732,6,6067,92,4,5,2
37733,5,7020,20,5,3,4284
37734,6,2784,30,13,3,2415
37735,1,6951,88,11,4,6467
37736,4,6924,6,11,3,8321
37737,8,1850,2,10,2,1806
37738,5,4930,82,4,5,2600
37739,7,9239,90,2,3,8147
37740,8,2153,18,10,5,3030
37741,5,2041,57,15,3,2413
37742,5,5173,79,11,5,9730
37743,9,1825,26,15,2,1089
37744,2,8767,48,12,5,8500
37745,7,4756,3,2,3,4819
37746,7,5785,75,2,5,4270
37747,7,1991,12,13,4,8052
37748,3,9546,90,14,2,7126
37749,9,3072,54,1,2,7441
37750,2,9705,57,4,3,6616
37751,5,4674,85,11,4,5258
37752,9,7408,72,1,5,279
37753,8,7292,79,9,4,2575
37754,6,4456,82,15,2,9801
37755,7,7271,37,11,3,255
37756,5,2116,4,3,3,8817
37757,2,7811,89,3,2,2833
37758,2,7859,61,14,5,9346
37759,1,7461,42,9,3,8154
37760,8,7295,11,2,4,6900
37761,3,2759,20,3,3,2629
37762,7,9652,51,6,4,5532
37763,2,6404,28,13,4,4357
37764,7,9175,18,5,3,3317
37765,3,6263,43,6,5,3438
37766,7,3660,19,4,3,1519
37767,10,6055,76,12,5,7496
37768,9,3066,18,14,5,7016
37769,10,3785,35,1,3,4774
37770,4,7798,68,10,3,3019
37771,5,6665,61,9,2,5123
37772,9,3522,30,14,2,5717
37773,5,6414,82,12,2,2825
37774,7,5690,23,9,5,29
37775,10,9218,14,7,5,9735
37776,2,1394,8,11,3,4337
37777,9,7427,14,12,3,1754
37778,4,4470,27,13,5,8642
37779,5,8770,2,1,4,347
37780,9,3494,73,9,2,9222
37781,5,5181,20,6,3,2149
37782,10,7461,46,8,3,8160
37783,9,2227,7,11,2,3398
37784,2,2901,66,4,4,2673
37785,8,4491,87,14,5,1892
37786,1,6378,29,12,2,2162
37787,8,4761,69,2,5,1267
37788,8,4273,68,3,2,137
37789,4,2711,18,4,3,9935
37790,1,9972,96,5,2,2108
37791,6,10644,29,8,5,7692
37792,2,8724,66,7,3,3753
37793,2,10740,6,8,5,395
37794,9,8794,92,10,3,2084
37795,4,7355,67,12,3,9067
37796,5,1508,1,11,5,9642
37797,3,3391,26,12,2,1701
37798,4,7135,4,6,5,6496
37799,3,1905,89,8,5,4654
37800,10,4478,76,14,2,3768
37801,8,3856,69,15,2,3899
37802,10,4479,77,4,4,585
37803,3,4723,18,15,4,1524
37804,4,10669,35,9,4,1853
37805,10,8888,44,13,3,6990
37806,6,8910,14,15,3,1197
37807,8,6790,32,9,5,8726
37808,6,3426,18,8,4,9485
37809,1,2708,30,14,3,3726
37810,10,7182,18,13,5,3543
37811,1,9132,27,11,2,6757
37812,10,4060,9,10,2,4286
37813,2,5687,59,10,3,7145
37814,4,5592,41,7,2,7907
37815,2,3646,72,3,3,1293
37816,1,8976,30,3,5,5850
37817,8,8355,38,15,3,6349
37818,4,1264,3,7,3,6563
37819,8,4178,95,6,4,6796
37820,9,7344,61,6,4,5663
37821,9,5215,52,11,4,6479
37822,7,8036,7,1,4,6450
37823,1,6693,82,2,2,6399
37824,6,1879,94,5,2,8928
37825,2,2480,79,3,2,3103
37826,1,4076,72,13,5,7000
37827,4,3680,93,13,2,9806
37828,4,5674,62,3,5,2263
37829,6,2483,96,6,5,2992
37830,5,4490,63,12,2,1091
37831,5,5798,100,1,5,7069
37832,7,9496,26,2,2,9440
37833,1,5200,26,1,3,6351
37834,8,4602,73,9,4,5292
37835,2,1507,45,10,5,6016
37836,7,9337,20,10,5,609
37837,9,7063,50,2,3,3170
37838,1,8066,65,6,5,8109
37839,3,4396,92,5,2,2338
37840,10,4448,93,15,5,9436
37841,5,10133,13,5,3,8586
37842,3,6706,7,10,5,3139
37843,4,8164,33,5,3,690
37844,3,8939,46,8,4,50
37845,8,2126,38,14,3,4120
37846,1,1683,44,11,2,5791
37847,10,5844,2,14,4,7340
37848,2,4432,11,3,4,9789
37849,2,7299,66,14,2,8801
37850,6,5002,21,14,4,7482
37851,7,7825,95,9,2,5222
37852,4,6721,8,7,5,5439
37853,1,10844,50,2,5,3618
37854,1,10116,64,9,2,7213
37855,2,6569,53,13,3,4235
37856,6,5976,59,15,2,2305
37857,6,10286,97,9,3,244
37858,9,3658,99,8,3,3286
41752,9,8648,74,4,5,6511
41753,10,1170,69,8,4,3061
41754,5,8553,24,10,4,9946
41755,7,1960,79,11,3,4414
41756,3,10170,52,1,3,7595
41757,4,9698,73,15,2,445
41758,7,6494,13,2,5,7177
41759,4,3010,2,3,5,1642
41760,2,3238,73,11,2,8117
41761,2,4177,8,2,3,9736
41762,8,1861,97,13,3,9865
41763,4,8508,96,3,5,1317
41764,10,6118,15,10,4,8483
41765,2,4502,26,14,2,3759
41766,8,2290,63,14,2,9775
41767,8,5007,5,5,5,4686
41768,10,1911,19,7,2,9375
41769,6,3596,35,15,2,2925
41770,3,8299,32,1,3,7114
41771,7,10200,81,4,4,4473
41772,7,1558,35,10,5,4301
41773,1,9328,2,14,5,698
41774,9,8230,97,12,5,8486
41775,5,5604,18,9,4,368
41776,1,5268,60,1,5,785
41777,9,2753,77,4,2,1131
41778,10,3564,67,9,3,1613
41779,6,7683,14,8,2,6391
41780,7,5059,80,11,2,9534
41781,7,2623,67,14,2,9727
41782,6,10234,44,9,4,78
41783,10,3382,7,2,3,7976
41784,1,9511,68,15,5,9020
41785,9,4253,43,15,3,7373
41786,7,3211,76,4,2,1830
41787,1,8385,44,13,2,1087
41788,8,2406,53,8,5,7098
41789,4,6608,50,13,5,4104
41790,2,9488,72,6,3,7142
41791,4,9962,23,13,5,7272
41792,1,1529,65,11,3,9089
41793,8,8334,47,3,3,3030
41794,6,7673,98,5,3,1798
41795,3,3929,93,12,2,7545
41796,10,6106,98,6,5,9483
41797,8,3376,15,6,4,4563
41798,5,3401,10,14,4,2774
41799,8,3494,47,5,3,4532
41800,7,5045,88,12,3,9639
41801,1,2945,10,1,2,7219
41802,10,1398,70,1,4,1089
41803,5,2255,77,10,4,1193
41804,1,4791,62,12,4,6511
41805,1,2205,50,10,3,7584
41806,1,8551,72,11,2,193
41807,6,10688,57,13,2,7484
41808,4,9714,84,11,4,1473
41809,7,5716,94,6,3,4281
41810,4,4166,18,8,5,906
41811,2,8585,100,3,3,6090
41812,7,1096,9,10,3,9954
41813,6,9925,59,5,5,522
41814,4,4796,24,13,2,7133
41815,6,1292,50,3,3,5306
41816,3,2060,88,14,4,997
41817,5,9828,3,1,3,2457
41818,4,9208,67,8,5,8301
41819,6,6029,41,2,4,6281
41820,6,10292,49,7,2,4252
41821,3,3573,9,3,2,9406
41822,6,5673,55,1,2,9133
41823,3,3185,36,1,5,2157
41824,9,10058,52,3,3,6236
41825,1,1999,13,9,2,5047
41826,7,6975,44,14,4,4483
41827,10,6112,71,4,4,4465
41828,6,1847,48,7,4,3367
41829,4,1963,34,4,5,5712
41831,1,1219,16,7,2,3342
41832,10,3032,32,10,3,6899
41833,1,10066,67,10,2,471
41834,3,2621,12,14,2,8944
41835,1,5639,82,1,5,7814
41836,4,9642,43,6,4,1135
41837,6,9795,36,13,4,2391
41838,6,1152,47,13,2,5912
41839,1,9561,60,8,4,241
41840,3,6030,27,2,3,3255
41841,7,9387,32,7,4,1319
41842,1,10946,35,7,5,2054
41843,3,2937,77,10,5,4117
41844,4,9429,68,6,5,1204
41845,5,6412,13,12,2,3611
41846,6,7438,33,11,5,8578
41847,8,2744,77,5,5,5417
41848,3,3669,3,3,3,3379
41849,7,10071,81,15,5,4263
41850,3,2240,68,6,4,9074
41851,5,1451,77,1,5,3473
41852,6,7716,44,1,5,2105
41853,6,8291,77,2,5,2975
41854,9,8105,14,9,3,2949
41855,5,8630,13,14,2,2235
41856,7,5784,94,5,3,777
41857,6,3252,28,5,5,9590
41858,1,9721,43,1,4,5876
41859,2,7713,32,4,3,9668
41860,1,3006,20,1,2,2197
41861,2,4613,67,10,5,2823
41862,9,5636,75,11,4,3969
41863,5,1143,76,6,4,4291
41864,8,6816,42,10,4,6274
41865,8,3888,1,12,2,2580
41866,8,6927,59,9,5,6488
41867,3,9586,33,2,4,8737
41869,3,2368,15,1,2,154
41870,7,8224,16,4,2,3213
41871,6,8177,35,15,4,7765
41872,6,5014,60,5,5,4945
41873,6,8487,80,10,5,4587
41874,3,9346,68,1,3,5586
41875,8,1028,34,11,4,9073
41876,2,6700,57,5,4,5390
41877,4,3906,53,12,4,9445
41878,8,1022,34,12,2,6274
41879,7,9387,27,15,2,2199
41880,2,3444,41,15,5,3272
41881,4,1287,52,13,5,2711
41882,1,5620,77,15,5,9492
41883,7,8282,4,14,3,2526
41884,2,7412,45,4,3,7003
41885,4,6040,7,1,3,1857
41886,5,7633,99,14,3,5328
41887,6,5800,21,8,5,6714
41888,5,4211,95,15,5,4927
41889,4,3950,96,5,5,2979
41890,10,2103,22,15,4,8006
41891,7,9228,36,6,5,6318
41892,10,7117,87,4,3,1537
41893,6,7456,54,12,2,9679
41894,7,3656,5,6,4,6729
41895,1,6992,13,11,2,4934
41896,8,1613,71,15,5,4844
41897,1,7641,97,9,4,7785
41898,10,6732,82,3,3,9339
41899,9,10015,69,11,3,4438
41900,1,3298,26,12,2,399
41901,1,9686,12,1,5,7520
41902,10,10327,24,14,5,6136
41903,10,5655,13,5,2,9435
41904,7,10156,7,2,3,243
41905,9,8726,69,14,4,8562
41906,1,4180,85,6,3,1767
41907,4,1352,86,14,2,7525
41908,2,5100,66,13,2,1455
41909,6,10361,10,4,5,2386
41910,7,4574,48,15,3,5500
41911,8,4691,29,12,5,4602
41912,7,10504,17,10,5,3812
41913,10,8338,96,8,3,6235
41914,1,2210,62,15,4,9252
41915,4,5132,48,12,2,1302
41916,5,8213,37,1,4,2598
41917,4,10278,79,12,2,6531
41918,4,5359,52,14,2,1459
41919,1,10121,45,13,3,6849
41920,10,9932,50,4,3,6873
41921,1,3771,46,8,5,3933
41922,2,9799,6,11,3,246
41923,8,6514,28,15,4,6428
41924,9,9094,77,5,2,5890
41925,2,5771,54,1,4,1377
41926,2,1756,99,4,3,9815
41927,6,7696,73,11,3,9214
41928,6,5248,15,1,2,4896
41929,9,9567,70,10,3,2589
41930,10,5524,6,1,3,9211
41931,10,4782,20,2,3,645
41932,1,7688,95,7,2,3320
41933,10,2452,99,10,2,7035
41934,4,7957,14,12,3,5326
41935,6,1979,99,8,4,4876
41936,7,1871,74,14,2,8169
41937,2,1722,92,10,4,9446
41938,9,3882,79,11,3,5660
41939,8,5350,50,12,5,89
41940,4,7333,100,9,2,3413
41941,5,3632,73,7,4,2410
41942,6,9933,74,13,4,7539
41943,6,10322,59,15,3,5195
41944,7,7777,48,7,5,8131
41945,10,4458,75,6,4,4105
41946,3,8908,13,2,4,4160
41947,1,9936,10,13,3,7645
41948,2,3079,88,10,3,6358
41949,1,9548,56,10,3,1178
41950,6,6149,97,2,2,3232
41951,1,10553,13,1,3,5079
41952,5,3617,75,3,4,3512
41953,9,5869,62,9,3,4948
41954,3,6602,54,5,3,909
41955,8,7330,76,13,4,1901
41956,1,9751,85,5,3,7664
41957,7,8630,84,4,3,3582
41958,9,1470,50,12,4,2247
41959,7,2853,60,4,4,1994
41960,3,4696,21,6,4,5443
41961,7,5600,86,9,2,6136
41962,7,9815,87,15,4,9553
41963,5,7951,19,6,5,6353
41964,3,6463,43,7,3,4009
41965,9,7386,91,15,2,7561
41966,7,6858,71,4,2,9102
41967,1,9309,36,14,2,3313
41968,2,4414,98,1,3,7041
41969,5,1633,69,11,3,930
41970,7,7283,90,11,4,4708
41971,5,9407,58,8,2,9008
41972,3,4248,82,11,4,4794
41973,9,7927,38,7,4,8839
41974,9,5675,50,8,5,2179
41975,9,2470,84,13,5,4339
41976,7,1295,50,8,4,6340
41977,7,8446,67,5,2,684
41978,10,4048,4,11,3,1410
41979,7,6039,81,7,3,8119
41980,8,1819,89,8,5,5948
41981,1,10714,15,13,2,5883
41982,3,10210,68,6,4,6292
41983,7,5542,52,15,3,6171
41984,1,8979,23,11,5,4633
41985,5,10035,100,10,2,6131
41986,3,4897,87,8,5,9736
41987,4,8795,72,5,4,1254
41988,7,9842,52,11,2,2328
41990,7,8240,89,15,5,8591
41991,5,1825,55,6,4,8697
41992,6,8004,66,4,3,9929
41993,4,5550,70,13,3,5766
41994,8,2693,64,11,4,6291
41995,2,3219,17,8,4,6386
30052,5,5625,11,1,5,8117
30053,1,3327,66,4,5,8300
30054,6,5781,20,15,4,1439
30055,4,8325,63,9,5,4321
30056,7,10989,64,2,5,9048
30057,2,7567,24,8,4,3404
30058,2,9022,34,10,3,712
30059,2,9458,1,12,3,7508
30060,7,8190,26,4,4,8295
30061,10,9959,3,5,4,3181
30062,7,9680,65,3,3,861
30063,6,2257,77,8,5,9652
30064,10,4927,70,5,2,3679
30065,9,3155,49,7,3,2542
30066,4,1356,75,1,5,5106
30067,4,3780,47,13,2,6005
30068,2,2029,70,6,5,7389
30069,6,2424,72,10,3,4681
30070,7,3723,75,14,2,1791
30071,8,1860,81,8,4,6343
30072,1,1823,2,5,3,4406
30073,2,4902,34,6,3,1654
30074,5,6705,86,1,2,3133
30075,7,3111,13,13,5,3832
30076,5,8501,1,4,5,5836
30077,10,4454,100,12,4,1034
30078,1,7516,91,12,2,9906
30079,3,3818,11,13,4,3420
30080,5,1980,10,3,3,1306
30081,9,5932,95,8,2,3402
30082,3,9812,68,13,2,813
30083,9,4183,68,8,5,904
30084,9,10263,83,5,4,5658
30085,2,9477,26,14,3,7852
30086,5,7275,3,12,4,8392
30087,7,7326,24,5,3,8492
30088,8,2006,38,3,2,7618
30089,5,4984,11,12,3,1513
30090,10,10380,82,7,2,1875
30091,4,4798,42,12,4,2471
30092,2,2097,35,1,2,2874
30093,6,4663,98,14,2,8672
30094,8,10255,59,5,5,1550
30095,7,7500,91,7,3,2592
30096,2,3980,76,7,3,3067
30097,10,4685,35,14,4,2384
30098,6,3362,57,2,2,7953
30099,3,6633,28,9,5,5155
30101,8,9584,81,8,5,3426
30102,5,6496,10,14,5,3077
30103,2,6959,61,3,4,4633
30105,6,10159,3,10,5,2939
30106,8,9565,88,10,2,6913
30107,10,8467,87,7,4,3517
30108,8,7757,83,5,3,4079
30109,10,4356,27,7,2,1716
30110,5,10214,13,3,4,2659
30111,9,2323,95,1,3,1282
30112,1,7227,7,2,5,6679
30113,9,4290,67,15,3,2549
30114,7,2804,11,12,5,115
30115,8,4423,14,12,4,7109
30116,4,1310,29,12,5,7417
30117,6,2887,23,9,4,1767
30118,6,6536,17,2,4,3222
30119,6,3699,92,13,5,9934
30120,7,2372,25,7,2,3690
30121,9,9449,91,11,4,6754
30122,6,5631,52,8,5,1060
30123,8,9569,17,8,2,6719
30124,1,2901,42,9,5,7907
30125,8,5227,2,8,4,8574
30126,8,8942,88,11,2,5961
30127,9,9754,43,15,4,357
30128,2,10854,60,11,3,7320
30129,1,8039,68,3,4,3001
30130,3,3445,98,10,4,1276
30131,7,10221,42,10,4,8896
30132,4,2259,57,14,3,3962
30133,2,7284,53,9,4,3943
30134,5,4926,24,13,3,8422
30135,5,3557,20,13,3,5578
30136,1,5571,41,11,4,6735
30137,9,1041,21,7,2,5256
30138,1,10973,72,11,2,1368
30139,4,1926,19,14,3,9401
30140,5,4326,42,2,3,848
30141,5,3975,59,6,2,2673
30142,5,8577,61,13,4,7152
30143,5,3470,74,6,2,2559
30144,7,7976,49,13,5,7129
30145,9,3193,26,4,4,8575
30146,7,3440,97,1,5,744
30147,4,8198,1,14,3,8571
30148,3,4622,63,3,3,3889
30149,8,8213,96,5,5,9498
30150,3,4381,82,6,5,4726
30151,5,10961,77,11,4,7239
30152,6,4775,66,4,5,8875
30153,10,6515,98,5,5,4954
30154,6,9301,34,5,3,5801
30155,8,2107,78,3,5,24
30156,10,3083,70,11,2,6558
30157,4,1204,22,3,3,3926
30158,3,6044,20,10,3,5538
30159,4,1178,77,12,3,472
30160,2,5662,25,11,3,8876
30161,10,3826,70,10,2,4906
30162,8,6802,5,15,2,5575
30163,9,1696,55,10,2,3879
30164,7,4892,12,5,3,3344
30165,10,1893,54,4,4,9891
30166,4,7523,9,14,5,9886
30167,10,2677,56,13,5,1310
30168,4,9677,96,11,5,6560
30169,10,3899,79,7,5,5896
30170,7,1313,32,1,3,7024
30171,9,4239,57,3,4,6681
30172,10,10865,54,15,4,3367
30173,4,8158,63,4,4,1897
30174,6,9195,89,10,4,5
30175,1,5996,87,8,3,778
30176,9,4467,60,5,4,7782
30177,8,7008,2,11,5,7041
30178,5,7368,14,10,5,3433
30179,4,7684,3,11,3,6850
30180,8,3001,63,3,4,5361
30181,8,10352,65,9,3,601
30182,7,10746,71,10,2,5654
30183,10,10107,73,5,4,149
30185,6,3525,42,6,2,962
30186,3,5150,48,4,5,7275
30187,10,4076,13,6,4,7587
30188,5,4179,11,3,5,2983
30189,2,8097,70,9,2,7139
30190,10,3897,44,14,4,3763
30191,8,8942,9,14,5,4541
30192,10,2196,87,8,3,4904
30193,5,1678,67,13,5,1360
30194,7,1900,32,11,3,6099
30195,1,10673,97,9,3,5777
30196,2,4031,44,3,5,3884
30197,7,5331,35,8,5,9961
30198,2,6367,61,8,3,8440
30199,1,10175,7,10,4,8753
30200,9,5309,80,7,2,4665
30201,2,1646,52,10,2,9653
30202,2,8584,58,11,3,2959
30203,1,8094,29,1,2,5406
30204,3,10845,48,8,2,7571
30205,5,1865,11,4,4,6311
30206,1,9428,8,13,2,7597
30207,7,6268,75,14,3,4278
30208,9,4524,81,15,3,6014
30209,4,3688,90,7,2,9444
30210,7,1579,35,6,4,8672
30211,2,9505,22,3,4,1694
30212,9,6877,4,5,5,5251
30213,3,2888,86,4,4,5602
30214,6,2159,30,4,4,7588
30215,10,3775,78,13,3,6273
30216,5,9215,82,8,2,2346
30217,1,1441,62,9,3,8195
30218,7,1515,20,4,3,8232
30219,9,3619,18,14,4,4650
30220,2,3468,13,9,3,3806
30221,3,6211,34,9,4,8125
30222,7,8455,6,4,2,4479
30223,3,7219,52,3,3,221
30224,3,9847,98,8,4,470
30225,7,7066,33,1,4,510
30226,4,8033,54,13,4,999
30227,1,3728,74,4,5,5968
30228,7,10588,34,4,4,6250
30229,8,10797,60,14,4,7100
30230,1,9972,24,4,5,1434
30231,4,3605,84,10,5,4701
30232,7,5763,37,5,5,787
30233,2,5561,34,11,3,3043
30234,8,7379,68,10,5,9898
30235,4,7605,40,14,2,8177
30236,6,4284,15,10,5,2678
30237,3,8186,67,9,4,6747
30238,1,2621,86,10,4,6416
30239,3,7439,88,11,3,9697
30240,10,2754,54,2,4,8220
30241,8,7921,46,11,2,6869
30242,9,10330,55,12,3,4794
30243,10,6508,8,12,3,3411
30244,8,4154,54,6,5,154
30245,8,1917,63,2,2,9907
30246,10,8235,25,5,3,4161
30247,3,6877,22,12,5,7165
30248,5,2788,50,8,5,4474
30249,3,8516,66,5,5,3870
30251,1,5649,50,6,3,2016
30252,5,6983,85,1,4,9963
30253,9,4057,38,4,5,778
30254,1,10836,56,3,2,3178
30255,5,4572,40,9,3,1465
30256,1,4552,18,12,2,7325
30257,4,9031,55,6,4,8456
30258,7,5825,27,12,2,4584
30259,9,4271,37,11,2,9661
30260,5,7618,16,14,5,9377
30261,10,5764,10,14,2,248
30262,6,4352,38,15,3,4665
30263,7,3765,91,9,5,6554
30264,8,7262,52,2,4,3510
30265,10,3549,4,3,5,3129
30266,4,10658,17,11,5,3202
30267,9,2226,60,12,4,5606
30268,2,2619,11,14,4,6115
30269,3,10782,87,3,2,184
30271,2,2341,48,4,2,8979
30272,4,7829,41,8,2,4349
30273,5,10730,14,5,4,5644
30274,9,1844,97,3,5,5907
30275,7,3973,88,4,4,2003
30276,10,5553,85,9,2,4480
30277,9,9022,32,7,4,3369
30278,10,10974,47,8,5,3565
30279,7,8951,64,13,3,5834
30280,6,4286,63,12,3,6212
30281,9,2065,70,14,2,5089
30282,9,8144,2,6,3,7082
30283,6,8581,75,8,4,5119
30284,9,3428,57,8,5,2637
30285,2,3621,38,11,2,8311
30286,8,4256,44,15,2,4532
30287,5,2230,35,8,3,3878
30288,4,2534,3,15,5,4192
30289,9,2469,97,11,5,6931
30290,5,1214,36,1,3,9434
30291,4,9676,22,8,3,210
30292,10,10242,84,4,5,863
30293,3,3991,27,4,5,679
30294,5,2307,100,12,2,5388
30295,2,4335,92,12,3,9770
30296,2,2095,43,8,4,4444
30297,7,6474,46,2,2,3037
33954,9,2299,69,2,4,3619
33955,5,5885,52,11,5,8535
33956,7,7309,97,15,3,3402
33957,5,4215,100,6,2,9087
33958,2,8416,28,11,4,6346
33959,7,7814,96,12,5,9610
33960,4,9653,16,5,5,3961
33961,3,7080,32,15,5,8069
33962,8,9819,1,9,4,4985
33963,4,6470,19,5,2,33
33964,9,5485,88,7,2,3098
33965,3,2222,59,7,4,7805
33966,6,8754,65,15,2,2384
33967,6,8724,4,6,2,8147
33968,8,5096,57,1,3,8680
33969,5,7026,49,10,5,6011
33970,5,3909,48,15,4,6435
33971,9,10912,84,13,5,5227
33972,2,1571,53,15,4,9103
33973,5,9162,78,11,5,354
33974,9,1823,55,2,4,4696
33975,5,8805,24,1,2,2456
33976,9,1493,52,11,2,5456
33977,10,3510,85,15,3,7308
33978,5,1619,28,5,4,3325
33979,6,9304,57,15,4,9420
33980,7,1887,96,11,4,479
33982,8,1838,34,8,5,4319
33983,8,6325,18,13,4,1297
33984,8,10172,97,3,3,1646
33985,1,8841,7,3,3,4628
33986,6,1098,51,1,5,897
33987,2,6039,55,15,3,1434
33988,3,2080,87,4,5,7321
33989,3,1664,20,10,2,373
33990,2,7560,1,9,4,5291
33991,6,6432,81,15,3,5828
33992,8,7211,84,14,5,9411
33993,9,5213,34,8,3,7788
33994,9,4932,50,3,3,7738
33995,6,5115,3,10,5,4883
33996,7,6870,31,14,2,4609
33997,5,2481,74,15,2,3023
33998,2,4147,76,6,3,8459
33999,4,10399,13,5,4,2704
34000,9,6707,97,15,2,8157
34001,4,7656,34,14,5,7801
34002,9,5574,90,5,4,4279
34003,1,1070,52,14,5,6279
34004,8,1296,11,9,4,9387
34005,6,9446,46,7,4,1366
34006,4,8791,99,8,3,9562
34007,4,8673,67,1,3,3106
34008,9,2435,42,10,5,9145
34009,3,2171,10,5,2,569
34010,1,10537,10,9,5,6881
34011,4,7868,70,6,2,2109
34012,7,3325,87,13,2,8910
34013,2,2465,86,7,4,6465
34014,9,7179,45,10,4,5220
34015,3,1726,82,11,4,5623
34016,4,8954,84,14,3,3005
34017,1,3387,65,1,3,1816
34018,9,6933,75,8,3,19
34019,7,4064,20,1,4,614
34020,9,3438,93,15,4,8282
34021,2,10502,80,7,5,6718
34022,9,10136,52,7,4,3449
34023,4,2500,63,5,3,5952
34024,8,1272,29,12,5,5353
34025,10,6235,45,8,4,4069
34026,7,1312,78,3,4,7307
34027,5,6230,26,10,3,8045
34028,7,2049,75,7,3,4328
34029,7,1690,25,8,5,4511
34030,4,2020,55,14,4,2618
34031,1,2606,4,6,5,5794
34032,6,2972,86,13,4,4181
34033,4,9422,34,9,2,3818
34034,3,8946,92,12,5,4681
34035,10,6602,78,1,2,1652
34036,2,9382,78,12,4,1928
34037,3,2014,6,11,2,4059
34038,2,7590,50,8,4,9915
34039,6,5174,41,15,3,8387
34040,1,10358,29,3,5,9761
34041,10,7993,55,7,5,2622
34042,8,3012,44,7,2,4681
34043,5,3079,17,1,3,9480
34044,7,5069,76,15,2,2452
34045,8,5704,97,9,4,3493
34046,10,4264,91,10,4,1382
34047,6,3786,73,1,5,3840
34048,5,1381,47,4,3,460
34049,6,10910,40,14,3,3108
34050,4,8699,90,9,2,7443
34051,10,8424,42,2,2,8443
34052,7,7556,89,4,4,7556
34053,4,1849,28,4,4,9105
34054,5,5711,11,12,4,4357
34055,7,10403,12,8,3,4643
34056,9,2505,62,11,4,2813
34057,5,1841,100,2,3,5552
34058,6,9952,57,12,2,2402
34059,3,5224,34,8,5,8356
34060,1,2301,44,8,5,3593
34061,9,8823,32,8,2,1923
34062,10,7188,48,1,3,4104
34063,7,8046,33,5,5,1021
34064,8,9506,76,13,4,3219
34065,9,3734,23,6,4,6219
34066,3,4042,89,12,2,9731
34067,10,4085,69,8,2,2632
34068,10,9014,91,7,5,2207
34069,2,9891,66,9,5,988
34070,1,2254,60,15,4,9935
34071,6,4839,33,14,4,7
34072,4,7182,77,1,5,1997
34073,5,4351,4,8,4,4941
34074,2,1490,65,12,5,3112
34075,9,6264,7,1,4,4093
34076,3,2286,69,9,2,5808
34077,1,8131,13,13,2,4976
34078,5,5924,55,4,4,4460
34079,5,4152,89,6,3,6538
34080,3,1214,64,10,4,4238
34081,7,8833,79,3,5,3477
34082,1,4717,61,4,2,7372
34083,9,4654,71,13,3,5306
34084,1,4853,22,5,2,4304
34085,3,3849,4,3,4,4080
34086,10,7374,61,1,4,2062
34087,9,5789,11,3,2,7025
34088,1,5313,85,11,4,3723
34089,2,2736,31,14,2,9684
34090,4,4084,87,7,5,3372
34091,9,10593,64,10,5,7395
34092,6,3547,35,6,2,6730
34093,6,6456,63,13,4,7716
34094,8,9060,9,1,3,5721
34095,1,5570,52,4,5,7178
34096,9,9798,27,7,3,914
34097,3,6398,88,14,3,9335
34098,9,6254,81,14,4,242
34099,1,10478,87,2,2,2297
34100,7,10527,12,10,3,1859
34101,5,2997,62,11,4,3480
34102,7,4749,13,1,4,211
34103,8,7378,59,12,3,1547
34104,8,5373,71,6,5,7921
34105,8,9310,73,13,4,9305
34106,3,9011,9,5,2,4962
34107,3,8656,86,11,5,8
34108,7,8272,52,3,3,2163
34109,6,1555,32,10,4,7850
34110,2,3824,76,9,3,7252
34111,5,3208,51,12,2,5344
34112,2,3957,85,11,4,4281
34113,8,4454,70,9,4,2612
34114,2,4970,19,15,4,3925
34115,7,8866,74,8,4,820
34116,5,4383,36,15,4,3903
34117,6,7349,81,3,3,4338
34118,7,6437,37,9,2,5216
34119,8,9809,60,7,2,4109
34120,6,2862,45,10,3,5676
34121,10,6871,6,9,2,395
34122,8,2699,45,11,2,3524
34123,6,7953,89,6,4,4356
34124,8,8378,74,4,3,7494
34125,8,6030,38,5,5,7241
34126,3,9635,4,7,5,800
34127,5,4807,94,10,5,9934
34128,9,7063,47,14,4,2872
34129,10,1798,9,2,2,508
34130,1,2093,53,8,2,3612
34131,3,4854,27,6,5,6153
34132,5,4850,19,9,2,6407
34133,1,4755,83,6,5,4816
34134,1,6019,78,13,3,4916
34135,10,8023,31,13,5,2750
34136,7,7553,49,8,2,4841
34137,6,7494,50,13,3,1729
34138,10,1896,72,10,4,5410
